gene	start	end	strand	alt_ann
mpneu03642	632656	632664	+	-1
mpneu03643	632689	633129	+	0
mpneu15957	632435	632698	-	0
mpneu08603	632741	632884	+	0
mpneu13498	632793	632927	+	0
mpneu15956	632708	632824	-	0
mpneu15955	632876	632899	-	-1
mpneu15954	632924	632938	-	-1
mpneu13499	632949	633005	+	-1
mpneu08604	633035	633046	+	-1
mpneu08605	633053	633094	+	-1
mpneu13500	633063	633098	+	-1
mpneu21068	633043	633087	-	-1
mpneu15953	633014	633091	-	0
mpneu13501	633117	633191	+	0
mpneu08606	633119	633253	+	0
mpneu15952	633095	633157	-	0
mpneu03644	633196	633327	+	0
mpneu15951	633188	633214	-	-1
mpneu13502	633222	633431	+	0
mpneu03645	633343	633594	+	0
mpneu15950	633236	633418	-	0
mpneu13503	633450	633590	+	0
mpneu08607	633494	633517	+	-1
mpneu15949	633428	633586	-	0
mpneu03646	633598	633750	+	0
mpneu13504	633636	633662	+	-1
mpneu15948	633587	633646	-	0
mpneu21067	633610	633666	-	-1
mpneu15947	633698	633709	-	-1
mpneu03647	633751	633891	+	0
mpneu15946	633734	633787	-	-1
mpneu13505	633789	633797	+	-1
mpneu15945	633794	633835	-	-1
mpneu13506	633858	633875	+	-1
mpneu13507	633882	633926	+	-1
mpneu03648	633904	634077	+	0
mpneu15944	633872	633916	-	-1
mpneu13508	633936	634013	+	0
mpneu15943	633923	633961	-	-1
mpneu15942	633980	633985	-	-1
mpneu21066	633970	634005	-	-1
mpneu08608	634007	634084	+	0
mpneu13509	634050	634088	+	-1
mpneu15941	634010	634066	-	-1
mpneu13510	634098	634163	+	0
mpneu03649	634108	634209	+	0
mpneu08609	634124	634261	+	0
mpneu15940	634085	634141	-	-1
mpneu13511	634188	634274	+	0
mpneu15939	634181	634258	-	0
mpneu03650	634279	634398	+	0
mpneu15938	634271	634321	-	-1
mpneu13512	634326	634343	+	-1
mpneu08610	634343	634372	+	-1
mpneu15937	634340	634381	-	-1
mpneu03651	634429	634515	+	0
mpneu15936	634406	634435	-	-1
mpneu08611	634478	634678	+	0
mpneu21065	634384	634494	-	0
mpneu13513	634506	634598	+	0
mpneu15935	634454	634522	-	0
mpneu03652	634570	634935	+	0
mpneu13514	634614	634625	+	-1
mpneu13515	634641	634694	+	-1
mpneu15934	634622	634669	-	-1
mpneu13516	634725	634802	+	0
mpneu15933	634691	634732	-	-1
mpneu15932	634733	634783	-	-1
mpneu08612	634784	634846	+	0
mpneu15931	634799	634828	-	-1
mpneu13517	634884	634961	+	0
mpneu15930	634880	634957	-	0
mpneu08613	634967	635086	+	0
mpneu03653	634975	635043	+	0
mpneu13518	634992	635108	+	0
mpneu15929	634958	635098	-	0
mpneu03654	635101	635253	+	0
mpneu13519	635118	635183	+	0
mpneu15928	635105	635131	-	-1
mpneu13520	635223	635273	+	-1
mpneu21064	635176	635235	-	0
mpneu15927	635219	635239	-	-1
mpneu08614	635240	635266	+	-1
mpneu08615	635279	635431	+	0
mpneu13521	635322	635348	+	-1
mpneu13522	635352	635390	+	-1
mpneu21063	635311	635373	-	0
mpneu15926	635270	635377	-	0
mpneu03655	635380	635553	+	0
mpneu13523	635415	635483	+	0
mpneu15925	635387	635467	-	0
mpneu08616	635504	635512	+	-1
mpneu15924	635489	635518	-	-1
mpneu13524	635529	635543	+	-1
mpneu15923	635540	635557	-	-1
mpneu13525	635577	635636	+	0
mpneu03656	635614	635688	+	0
mpneu15922	635561	635620	-	0
mpneu15921	635633	635659	-	-1
mpneu03657	635722	635874	+	0
mpneu08617	635798	635947	+	0
mpneu13526	635832	635903	+	0
mpneu15920	635699	635851	-	0
mpneu03658	635893	635919	+	-1
mpneu21062	635860	635913	-	-1
mpneu15919	635882	635917	-	-1
mpneu13527	635925	635957	+	-1
mpneu03659	635968	635979	+	-1
mpneu08618	635987	635998	+	-1
mpneu13528	636000	636065	+	0
mpneu03660	636028	636174	+	0
mpneu15918	635954	636046	-	0
mpneu08619	636059	636070	+	-1
mpneu15917	636071	636154	-	0
mpneu03661	636193	636267	+	0
mpneu08620	636206	636253	+	-1
mpneu13529	636210	636329	+	0
mpneu08621	636287	636349	+	0
mpneu15916	636161	636304	-	0
mpneu13530	636336	636482	+	0
mpneu03662	636385	636402	+	-1
mpneu15915	636326	636400	-	0
mpneu03663	636418	636582	+	0
mpneu08622	636422	636448	+	-1
mpneu08623	636455	636505	+	-1
mpneu26243	632286	636461	-	MPN516
mpneu21061	636445	636471	-	-1
mpneu15914	636479	636514	-	-1
mpneu08624	636524	636622	+	0
mpneu13531	636537	636542	+	-1
mpneu13532	636546	636611	+	0
mpneu26242	636549	636554	-	-1
mpneu03664	636583	636636	+	-1
mpneu21060	636502	636615	-	0
mpneu13533	636639	636926	+	0
mpneu26241	636699	636722	-	-1
mpneu21059	636619	636735	-	0
mpneu08625	636764	636847	+	0
mpneu03665	636790	636801	+	-1
mpneu21058	636742	636840	-	0
mpneu08626	636854	636865	+	-1
mpneu08627	636899	636949	+	-1
mpneu26240	636882	636923	-	-1
mpneu21057	636874	636945	-	0
mpneu21056	636946	636954	-	-1
mpneu13534	636966	637082	+	0
mpneu08628	636971	637027	+	-1
mpneu21055	636955	636993	-	-1
mpneu03666	637006	637023	+	-1
mpneu15913	636554	637054	-	MPN517
mpneu03667	637090	637116	+	-1
mpneu03668	637138	637158	+	-1
mpneu26239	637155	637166	-	-1
mpneu21054	637093	637173	-	0
mpneu08629	637190	637342	+	0
mpneu13535	637206	637256	+	-1
mpneu15912	637118	637213	-	0
mpneu03669	637234	637269	+	-1
mpneu21053	637183	637311	-	0
mpneu13536	637314	637658	+	0
mpneu26238	637299	637325	-	-1
mpneu21052	637363	637389	-	-1
mpneu26237	637374	637394	-	-1
mpneu08630	637394	637411	+	-1
mpneu03670	637405	637434	+	-1
mpneu08631	637457	637501	+	-1
mpneu26236	637464	637484	-	-1
mpneu08632	637502	637513	+	-1
mpneu08633	637601	637615	+	-1
mpneu21051	637576	637608	-	-1
mpneu08634	637646	637675	+	-1
mpneu21050	637624	637662	-	-1
mpneu21049	637672	637683	-	-1
mpneu15911	637289	637699	-	0
mpneu03671	637714	637974	+	0
mpneu21048	637708	637722	-	-1
mpneu13537	637758	637922	+	0
mpneu08635	637775	637792	+	-1
mpneu21047	637789	637800	-	-1
mpneu08636	637832	637858	+	-1
mpneu21046	637816	637863	-	-1
mpneu26235	637635	637871	-	0
mpneu21045	637876	637893	-	-1
mpneu15910	637745	637906	-	0
mpneu08637	637928	638020	+	0
mpneu13538	637956	638276	+	0
mpneu15909	637943	637993	-	-1
mpneu21044	638026	638064	-	-1
mpneu26234	637911	638081	-	0
mpneu03672	638092	638136	+	-1
mpneu15908	638033	638107	-	0
mpneu21043	638089	638109	-	-1
mpneu26233	638142	638168	-	-1
mpneu08638	638177	638197	+	-1
mpneu21042	638116	638190	-	0
mpneu03673	638209	638304	+	0
mpneu21041	638218	638226	-	-1
mpneu08639	638231	638251	+	-1
mpneu26232	638238	638264	-	-1
mpneu21040	638248	638274	-	-1
mpneu13539	638277	638282	+	-1
mpneu08640	638315	638344	+	-1
mpneu03674	638329	638337	+	-1
mpneu13540	638346	638717	+	0
mpneu08641	638357	638395	+	-1
mpneu08642	638396	638452	+	-1
mpneu21039	638290	638406	-	0
mpneu26231	638409	638429	-	-1
mpneu08643	638453	638485	+	-1
mpneu08644	638492	638524	+	-1
mpneu03675	638494	638541	+	-1
mpneu21038	638443	638517	-	0
mpneu21037	638521	638610	-	0
mpneu03676	638614	638685	+	0
mpneu08645	638654	638806	+	0
mpneu26230	638640	638678	-	-1
mpneu26229	638682	638714	-	-1
mpneu13541	638721	638732	+	-1
mpneu13542	638745	638765	+	-1
mpneu03677	638773	638802	+	-1
mpneu21036	638620	638790	-	0
mpneu08646	638876	638926	+	-1
mpneu13543	638880	639008	+	0
mpneu21035	638935	638949	-	-1
mpneu21034	638950	638967	-	-1
mpneu08647	638984	639034	+	-1
mpneu21033	638971	638991	-	-1
mpneu03678	639025	639045	+	-1
mpneu08648	639065	639082	+	-1
mpneu13544	639069	639137	+	0
mpneu21032	639061	639075	-	-1
mpneu08649	639122	639142	+	-1
mpneu26228	639111	639131	-	-1
mpneu08650	639149	639199	+	-1
mpneu21031	639139	639156	-	-1
mpneu13545	639177	639272	+	0
mpneu03679	639181	639213	+	-1
mpneu15907	638147	639193	-	MPN518
mpneu03680	639220	639294	+	0
mpneu26227	639210	639260	-	-1
mpneu08651	639263	639346	+	0
mpneu03681	639307	639351	+	-1
mpneu13546	639360	639365	+	-1
mpneu03682	639379	639396	+	-1
mpneu08652	639407	639424	+	-1
mpneu26226	639348	639428	-	0
mpneu08653	639464	639565	+	0
mpneu03683	639487	639498	+	-1
mpneu03684	639505	639528	+	-1
mpneu15906	639449	639511	-	0
mpneu26225	639495	639518	-	-1
mpneu13547	639540	639560	+	-1
mpneu03685	639544	639645	+	0
mpneu08654	639605	639610	+	-1
mpneu08655	639623	639631	+	-1
mpneu13548	639636	639698	+	0
mpneu03686	639667	639678	+	-1
mpneu26224	639675	639710	-	-1
mpneu08656	639713	639784	+	0
mpneu03687	639718	639729	+	-1
mpneu26223	639726	639734	-	-1
mpneu03688	639748	639774	+	-1
mpneu26222	639741	639758	-	-1
mpneu15905	639695	639763	-	0
mpneu03689	639775	639972	+	0
mpneu13549	639792	639812	+	-1
mpneu08657	639803	639850	+	-1
mpneu15904	639824	639838	-	-1
mpneu13550	639843	639887	+	-1
mpneu26221	639765	639926	-	0
mpneu03690	639973	640074	+	0
mpneu08658	639998	640027	+	-1
mpneu21030	639196	640014	-	MPN519
mpneu26220	639969	640016	-	-1
mpneu08659	640043	640069	+	-1
mpneu21029	640024	640050	-	-1
mpneu13551	640053	640178	+	0
mpneu21028	640066	640107	-	-1
mpneu03691	640108	640341	+	0
mpneu15903	639992	640150	-	0
mpneu13552	640191	640223	+	-1
mpneu15902	640196	640201	-	-1
mpneu13553	640239	640265	+	-1
mpneu08660	640256	640306	+	-1
mpneu13554	640284	640319	+	-1
mpneu26219	640017	640304	-	0
mpneu08661	640319	640429	+	0
mpneu26218	640347	640391	-	-1
mpneu15901	640415	640438	-	-1
mpneu26217	640398	640442	-	-1
mpneu03692	640453	640473	+	-1
mpneu26216	640470	640481	-	-1
mpneu15900	640541	640552	-	-1
mpneu13555	640557	640568	+	-1
mpneu08662	640559	640723	+	0
mpneu15899	640565	640597	-	-1
mpneu26215	640482	640604	-	0
mpneu03693	640642	640650	+	-1
mpneu15898	640610	640654	-	-1
mpneu03694	640657	640710	+	-1
mpneu13556	640674	640682	+	-1
mpneu26214	640647	640679	-	-1
mpneu03695	640747	640779	+	-1
mpneu08663	640751	641080	+	0
mpneu03696	640801	640875	+	0
mpneu26213	640707	640832	-	0
mpneu15897	640757	640855	-	0
mpneu26212	640833	640862	-	-1
mpneu26211	640866	640904	-	-1
mpneu15896	640862	640906	-	-1
mpneu13557	640935	640973	+	-1
mpneu03697	640957	641004	+	-1
mpneu03698	641005	641115	+	0
mpneu15895	640952	641029	-	0
mpneu13558	641037	641045	+	-1
mpneu15894	641042	641050	-	-1
mpneu26210	640911	641066	-	0
mpneu08664	641120	641125	+	-1
mpneu13559	641127	641219	+	0
mpneu15893	641108	641146	-	-1
mpneu26209	641112	641180	-	0
mpneu15892	641216	641236	-	-1
mpneu08665	641255	641317	+	0
mpneu03699	641263	641298	+	-1
mpneu03700	641302	641322	+	-1
mpneu26208	641205	641315	-	0
mpneu03701	641347	641394	+	-1
mpneu15891	641306	641365	-	0
mpneu08666	641408	641500	+	0
mpneu26207	641319	641420	-	0
mpneu03702	641437	641448	+	-1
mpneu03703	641455	641583	+	0
mpneu13560	641460	641468	+	-1
mpneu15890	641513	641524	-	-1
mpneu26206	641445	641564	-	0
mpneu26205	641580	641603	-	-1
mpneu26204	641628	641675	-	-1
mpneu13561	641676	641837	+	0
mpneu26203	641682	641693	-	-1
mpneu08667	641699	641719	+	-1
mpneu03704	641704	641778	+	0
mpneu15889	641654	641713	-	0
mpneu15888	641771	641776	-	-1
mpneu03705	641782	641847	+	0
mpneu08668	641810	641818	+	-1
mpneu08669	641837	641953	+	0
mpneu03706	641848	641919	+	0
mpneu15887	641858	641890	-	-1
mpneu03707	641980	642036	+	-1
mpneu26202	641694	641990	-	0
mpneu13562	641991	642002	+	-1
mpneu08670	642023	642091	+	0
mpneu15886	641999	642031	-	-1
mpneu26201	642054	642065	-	-1
mpneu26200	642072	642098	-	-1
mpneu13563	642099	642272	+	0
mpneu08671	642113	642166	+	-1
mpneu26199	642105	642122	-	-1
mpneu03708	642181	642192	+	-1
mpneu03709	642208	642213	+	-1
mpneu03710	642232	642291	+	0
mpneu08672	642257	642262	+	-1
mpneu26198	642222	642278	-	-1
mpneu03711	642295	642348	+	-1
mpneu08673	642314	642382	+	0
mpneu13564	642324	642449	+	0
mpneu03712	642382	642471	+	0
mpneu08674	642398	642547	+	0
mpneu26197	642288	642410	-	0
mpneu15885	642269	642478	-	0
mpneu26196	642414	642491	-	0
mpneu03713	642517	642564	+	-1
mpneu26195	642510	642545	-	-1
mpneu03714	642571	642660	+	0
mpneu13565	642573	642653	+	0
mpneu08675	642584	642610	+	-1
mpneu15884	642617	642628	-	-1
mpneu08676	642653	642745	+	0
mpneu26194	642657	642677	-	-1
mpneu13566	642678	642749	+	0
mpneu03715	642685	642696	+	-1
mpneu21027	640132	642717	-	MPN520
mpneu15883	642650	642724	-	0
mpneu03716	642760	643260	+	MPN521
mpneu13567	642792	642809	+	-1
mpneu26193	642753	642824	-	0
mpneu08677	642824	642919	+	0
mpneu21026	642787	642861	-	0
mpneu13568	642921	642932	+	-1
mpneu08678	642944	643168	+	0
mpneu13569	642999	643043	+	-1
mpneu15882	642866	643012	-	0
mpneu21025	642916	643089	-	0
mpneu15881	643040	643114	-	0
mpneu13570	643155	643178	+	-1
mpneu26192	642873	643187	-	0
mpneu13571	643197	643220	+	-1
mpneu08679	643199	643243	+	-1
mpneu21024	643102	643230	-	0
mpneu13572	643251	643883	+	MPN522
mpneu03717	643273	643284	+	-1
mpneu26191	643257	643322	-	0
mpneu21023	643306	643329	-	-1
mpneu03718	643333	643362	+	-1
mpneu08680	643364	643372	+	-1
mpneu03719	643366	643386	+	-1
mpneu08681	643376	643465	+	0
mpneu26190	643383	643403	-	-1
mpneu03720	643420	643455	+	-1
mpneu21022	643330	643461	-	0
mpneu08682	643511	643561	+	-1
mpneu03721	643519	643533	+	-1
mpneu21021	643486	643551	-	0
mpneu08683	643589	643753	+	0
mpneu26189	643542	643607	-	0
mpneu21020	643573	643632	-	0
mpneu26188	643620	643655	-	-1
mpneu26187	643659	643670	-	-1
mpneu03722	643708	643722	+	-1
mpneu03723	643759	643842	+	0
mpneu26186	643719	643781	-	0
mpneu21019	643750	643788	-	-1
mpneu15880	643301	643804	-	0
mpneu03724	643867	643878	+	-1
mpneu08684	643910	644041	+	0
mpneu13573	643917	643934	+	-1
mpneu03725	643927	643992	+	0
mpneu13574	643944	644012	+	0
mpneu26185	643899	643970	-	0
mpneu21018	643852	643989	-	0
mpneu15879	643931	643996	-	0
mpneu26184	643989	644000	-	-1
mpneu13575	644049	644084	+	-1
mpneu08685	644051	644056	+	-1
mpneu26183	644043	644060	-	-1
mpneu08686	644072	644134	+	0
mpneu03726	644101	644277	+	0
mpneu13576	644118	644144	+	-1
mpneu13577	644172	644267	+	0
mpneu26182	644088	644264	-	0
mpneu08687	644279	644383	+	0
mpneu26181	644274	644303	-	-1
mpneu13578	644304	644312	+	-1
mpneu03727	644332	644445	+	0
mpneu26180	644313	644405	-	0
mpneu08688	644420	644509	+	0
mpneu03728	644470	644481	+	-1
mpneu13579	644511	644531	+	-1
mpneu15878	644492	644527	-	-1
mpneu08689	644546	644584	+	-1
mpneu26179	644478	644552	-	0
mpneu15877	644537	644557	-	-1
mpneu13580	644586	644612	+	-1
mpneu03729	644599	644625	+	-1
mpneu15876	644609	644638	-	-1
mpneu03730	644656	644676	+	-1
mpneu08690	644660	644725	+	0
mpneu13581	644664	644684	+	-1
mpneu26178	644622	644672	-	-1
mpneu03731	644686	644760	+	0
mpneu08691	644735	644800	+	0
mpneu26177	644712	644753	-	-1
mpneu26176	644757	644804	-	-1
mpneu08692	644807	645070	+	0
mpneu03732	644821	644895	+	0
mpneu13582	644826	644930	+	0
mpneu26175	644814	644882	-	0
mpneu13583	644934	644942	+	-1
mpneu15875	644939	644959	-	-1
mpneu13584	644988	645098	+	0
mpneu03733	645004	645078	+	0
mpneu15874	644963	645013	-	-1
mpneu21017	644038	645024	-	MPN523
mpneu26174	644892	645041	-	0
mpneu15873	645035	645049	-	-1
mpneu03734	645103	645150	+	-1
mpneu13585	645117	645191	+	0
mpneu26173	645075	645122	-	-1
mpneu15872	645065	645130	-	0
mpneu08693	645140	645145	+	-1
mpneu03735	645178	645357	+	0
mpneu21016	645085	645198	-	0
mpneu08694	645212	645313	+	0
mpneu13586	645237	645299	+	0
mpneu15871	645209	645265	-	-1
mpneu15870	645278	645289	-	-1
mpneu08695	645329	645349	+	-1
mpneu15869	645305	645364	-	0
mpneu21015	645346	645381	-	-1
mpneu26172	645147	645386	-	0
mpneu26171	645393	645398	-	-1
mpneu03736	645400	645480	+	0
mpneu15868	645386	645445	-	0
mpneu13587	645447	645938	+	0
mpneu08696	645455	645484	+	-1
mpneu15867	645464	645517	-	-1
mpneu03737	645520	645777	+	0
mpneu21014	645406	645558	-	0
mpneu08697	645710	645730	+	-1
mpneu08698	645755	646015	+	0
mpneu21013	645733	645786	-	-1
mpneu21012	645796	645831	-	-1
mpneu03738	645907	645915	+	-1
mpneu26170	645918	645944	-	-1
mpneu13588	645954	646058	+	0
mpneu21011	645835	646002	-	0
mpneu15866	645545	646051	-	MPN524
mpneu08699	646082	646240	+	0
mpneu13589	646098	646142	+	-1
mpneu26169	646005	646115	-	0
mpneu03739	646168	646185	+	-1
mpneu26168	646155	646178	-	-1
mpneu13590	646206	646235	+	-1
mpneu21010	646051	646212	-	0
mpneu26167	646200	646223	-	-1
mpneu08700	646247	646294	+	-1
mpneu13591	646302	646340	+	-1
mpneu21009	646291	646308	-	-1
mpneu26166	646308	646316	-	-1
mpneu03740	646327	646482	+	0
mpneu08701	646331	646357	+	-1
mpneu15865	646295	646336	-	-1
mpneu26165	646362	646388	-	-1
mpneu15864	646346	646432	-	0
mpneu26164	646440	646460	-	-1
mpneu21008	646411	646485	-	0
mpneu08702	646487	646504	+	-1
mpneu13592	646509	646574	+	0
mpneu26163	646506	646514	-	-1
mpneu08703	646517	646792	+	0
mpneu03741	646519	646530	+	-1
mpneu21007	646501	646599	-	0
mpneu03742	646603	646698	+	0
mpneu13593	646644	647885	+	MPN525
mpneu15863	646658	646672	-	-1
mpneu21006	646642	646686	-	-1
mpneu03743	646711	646764	+	-1
mpneu26162	646695	646712	-	-1
mpneu03744	646777	646899	+	0
mpneu26161	646761	646784	-	-1
mpneu21005	646810	646818	-	-1
mpneu26160	646821	646826	-	-1
mpneu15862	646751	646852	-	0
mpneu08704	646871	646882	+	-1
mpneu08705	646955	646990	+	-1
mpneu21004	646858	646971	-	0
mpneu26159	646971	647003	-	-1
mpneu03745	647020	647193	+	0
mpneu15861	646877	647095	-	0
mpneu21003	647005	647100	-	0
mpneu08706	647147	647155	+	-1
mpneu26158	647016	647189	-	0
mpneu03746	647209	647271	+	0
mpneu26157	647190	647267	-	0
mpneu21002	647242	647274	-	-1
mpneu08707	647291	647305	+	-1
mpneu03747	647293	647310	+	-1
mpneu03748	647314	647352	+	-1
mpneu26156	647337	647342	-	-1
mpneu03749	647383	647397	+	-1
mpneu03750	647401	647436	+	-1
mpneu15860	647249	647410	-	0
mpneu03751	647452	647520	+	0
mpneu21001	647362	647457	-	0
mpneu08708	647465	647515	+	-1
mpneu26155	647433	647471	-	-1
mpneu26154	647550	647558	-	-1
mpneu03752	647563	647571	+	-1
mpneu08709	647609	647680	+	0
mpneu26153	647589	647639	-	-1
mpneu15859	647417	647644	-	0
mpneu03753	647653	647667	+	-1
mpneu26152	647646	647696	-	-1
mpneu03754	647704	647733	+	-1
mpneu26151	647730	647744	-	-1
mpneu03755	647785	647799	+	-1
mpneu21000	647782	647793	-	-1
mpneu03756	647800	647829	+	-1
mpneu15858	647690	647818	-	0
mpneu03757	647866	648852	+	MPN526
mpneu15857	647819	647878	-	0
mpneu20999	647836	647892	-	-1
mpneu15856	647882	647899	-	-1
mpneu08710	647903	647911	+	-1
mpneu26150	647826	647933	-	0
mpneu15855	647918	647935	-	-1
mpneu08711	647972	647986	+	-1
mpneu20998	647908	647982	-	0
mpneu08712	648038	648103	+	0
mpneu15854	648023	648073	-	-1
mpneu13594	648090	648122	+	-1
mpneu08713	648131	648202	+	0
mpneu20997	648061	648138	-	0
mpneu26149	647943	648146	-	0
mpneu15853	648119	648160	-	-1
mpneu13595	648165	648173	+	-1
mpneu08714	648203	648211	+	-1
mpneu08715	648233	648373	+	0
mpneu26148	648261	648278	-	-1
mpneu15852	648296	648319	-	-1
mpneu20996	648199	648330	-	0
mpneu26147	648279	648344	-	0
mpneu08716	648377	648427	+	-1
mpneu20995	648331	648414	-	0
mpneu26146	648393	648458	-	0
mpneu20994	648439	648462	-	-1
mpneu13596	648483	648509	+	-1
mpneu08717	648485	648571	+	0
mpneu13597	648525	648602	+	0
mpneu15851	648506	648559	-	-1
mpneu08718	648572	648583	+	-1
mpneu08719	648593	648667	+	0
mpneu26145	648576	648647	-	0
mpneu15850	648686	648694	-	-1
mpneu26144	648651	648701	-	-1
mpneu08720	648704	648793	+	0
mpneu15849	648716	648757	-	-1
mpneu13598	648786	648848	+	0
mpneu08721	648803	648967	+	0
mpneu20993	648673	648810	-	0
mpneu26143	648708	648815	-	0
mpneu26142	648870	648881	-	-1
mpneu13599	648918	648932	+	-1
mpneu26141	648894	648947	-	-1
mpneu20992	648904	648975	-	0
mpneu15848	648884	648994	-	0
mpneu26140	649011	649016	-	-1
mpneu13600	649023	649103	+	0
mpneu20991	648997	649035	-	-1
mpneu03758	649042	649077	+	-1
mpneu26139	649074	649088	-	-1
mpneu13601	649143	649175	+	-1
mpneu15847	649100	649171	-	0
mpneu08722	649184	649195	+	-1
mpneu03759	649186	649239	+	-1
mpneu08723	649208	649243	+	-1
mpneu20990	649201	649236	-	-1
mpneu13602	649263	649346	+	0
mpneu08724	649271	649312	+	-1
mpneu03760	649279	649326	+	-1
mpneu15846	649181	649330	-	0
mpneu20989	649309	649335	-	-1
mpneu03761	649366	649584	+	0
mpneu08725	649373	649393	+	-1
mpneu20988	649408	649419	-	-1
mpneu13603	649437	649499	+	0
mpneu08726	649463	649468	+	-1
mpneu15845	649376	649492	-	0
mpneu20987	649522	649533	-	-1
mpneu08727	649547	649564	+	-1
mpneu15844	649502	649558	-	-1
mpneu20986	649540	649602	-	0
mpneu15843	649568	649606	-	-1
mpneu08728	649619	649642	+	-1
mpneu03762	649624	649791	+	0
mpneu15842	649607	649630	-	-1
mpneu08729	649643	649669	+	-1
mpneu13604	649671	649694	+	-1
mpneu15841	649634	649690	-	-1
mpneu08730	649694	649720	+	-1
mpneu15840	649691	649699	-	-1
mpneu15839	649703	649717	-	-1
mpneu13605	649737	649808	+	0
mpneu08731	649754	649804	+	-1
mpneu20985	649729	649761	-	-1
mpneu15838	649766	649780	-	-1
mpneu26138	649107	649784	-	MPN527
mpneu13606	649839	650393	+	MPN528
mpneu03763	649858	649869	+	-1
mpneu03764	649897	649995	+	0
mpneu15837	649817	649912	-	0
mpneu20984	649915	649965	-	-1
mpneu26137	649851	649967	-	0
mpneu03765	650002	650058	+	-1
mpneu26136	649992	650039	-	-1
mpneu03766	650074	650079	+	-1
mpneu03767	650098	650127	+	-1
mpneu15836	649970	650134	-	0
mpneu03768	650134	650250	+	0
mpneu08732	650138	650164	+	-1
mpneu20983	650161	650184	-	-1
mpneu26135	650178	650189	-	-1
mpneu15835	650150	650218	-	0
mpneu15834	650222	650227	-	-1
mpneu08733	650276	650284	+	-1
mpneu26134	650232	650297	-	0
mpneu08734	650300	650329	+	-1
mpneu03769	650302	650313	+	-1
mpneu03770	650323	650409	+	0
mpneu26133	650310	650387	-	0
mpneu08735	650402	650584	+	0
mpneu13607	650418	650465	+	-1
mpneu20982	650353	650424	-	0
mpneu26132	650412	650438	-	-1
mpneu15833	650381	650449	-	0
mpneu15832	650462	650473	-	-1
mpneu03771	650482	650526	+	-1
mpneu26131	650442	650516	-	0
mpneu13608	650535	650552	+	-1
mpneu15831	650501	650542	-	-1
mpneu26130	650523	650549	-	-1
mpneu13609	650586	650654	+	0
mpneu15830	650549	650629	-	0
mpneu20981	650605	650679	-	0
mpneu15829	650660	650683	-	-1
mpneu13610	650697	650726	+	-1
mpneu08736	650720	650920	+	0
mpneu15828	650723	650743	-	-1
mpneu13611	650754	650855	+	0
mpneu20980	650728	650769	-	-1
mpneu26129	650712	650816	-	0
mpneu26128	650829	650846	-	-1
mpneu15827	650750	650848	-	0
mpneu13612	650886	650894	+	-1
mpneu08737	650960	650980	+	-1
mpneu13613	650970	651044	+	0
mpneu08738	651002	651256	+	0
mpneu03772	651004	651066	+	0
mpneu26127	650985	651017	-	-1
mpneu15826	651068	651094	-	-1
mpneu26126	651108	651116	-	-1
mpneu26125	651180	651188	-	-1
mpneu13614	651216	651344	+	0
mpneu20979	650917	651246	-	MPN529
mpneu08739	651266	651310	+	-1
mpneu15825	651221	651277	-	-1
mpneu26124	651246	651305	-	0
mpneu08740	651329	651367	+	-1
mpneu15824	651326	651337	-	-1
mpneu03773	651349	651360	+	-1
mpneu20978	651307	651354	-	-1
mpneu03774	651370	651408	+	-1
mpneu15823	651341	651376	-	-1
mpneu08741	651395	651805	+	MPN530
mpneu13615	651435	651488	+	-1
mpneu03775	651445	651459	+	-1
mpneu26123	651387	651455	-	0
mpneu15822	651422	651457	-	-1
mpneu13616	651510	651527	+	-1
mpneu13617	651552	651593	+	-1
mpneu15821	651524	651574	-	-1
mpneu13618	651624	651749	+	0
mpneu20977	651364	651642	-	0
mpneu26122	651606	651659	-	-1
mpneu15820	651614	651724	-	0
mpneu20976	651694	651735	-	-1
mpneu13619	651753	651782	+	-1
mpneu08742	651818	651862	+	-1
mpneu13620	651828	651866	+	-1
mpneu26121	651825	651848	-	-1
mpneu03776	651895	651909	+	-1
mpneu08743	651899	651982	+	0
mpneu26120	651852	651905	-	-1
mpneu03777	651919	651996	+	0
mpneu13621	651942	651974	+	-1
mpneu26119	651915	651992	-	0
mpneu26118	651993	652007	-	-1
mpneu08744	652010	652198	+	0
mpneu03778	652024	652035	+	-1
mpneu03779	652039	652047	+	-1
mpneu03780	652048	652059	+	-1
mpneu13622	652062	652067	+	-1
mpneu13623	652083	652103	+	-1
mpneu03781	652090	652158	+	0
mpneu26117	652074	652142	-	0
mpneu13624	652158	652193	+	-1
mpneu08745	652199	652357	+	0
mpneu03782	652258	652272	+	-1
mpneu26116	652269	652283	-	-1
mpneu03783	652291	652296	+	-1
mpneu03784	652318	652383	+	0
mpneu13625	652320	652436	+	0
mpneu26115	652308	652352	-	-1
mpneu08746	652361	652402	+	-1
mpneu03785	652393	652431	+	-1
mpneu26114	652380	652400	-	-1
mpneu26113	652404	652409	-	-1
mpneu03786	652444	652515	+	0
mpneu08747	652454	652861	+	0
mpneu26112	652428	652499	-	0
mpneu13626	652515	652523	+	-1
mpneu26111	652512	652544	-	-1
mpneu13627	652575	652586	+	-1
mpneu26110	652554	652592	-	-1
mpneu26109	652599	652646	-	-1
mpneu03787	652648	652683	+	-1
mpneu26108	652668	652679	-	-1
mpneu03788	652684	652713	+	-1
mpneu03789	652741	652833	+	0
mpneu13628	652743	652787	+	-1
mpneu26107	652749	652811	-	0
mpneu13629	652821	652844	+	-1
