	gene	start	end	strand	ntlen	aalen	ann_type	alt_ann	localization	function	operon	expression	cprna	msexp	mspepts	cpprot	ureacp	sdscp	meancp	hlprot	refdens	refesse	ranseps	rbs	homology	predfun	tm	sp	segtm	complex
30827	MPNs01	463874	463953	-	79		rnas	0		Functional RNA	440.0		0.3273734475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30828	MPNs03	571434	571801	-	367		rnas	0		Functional RNA			2.826620817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30829	MPNs04	571821	572200	+	379		rnas	0		Functional RNA	216.0		19.27356439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30830	MPNt01	19073	19149	-	76		rnas	0		Functional RNA	600.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30831	MPNt02	19154	19231	-	77		rnas	0		Functional RNA	600.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30832	MPNt03	93051	93140	-	89		rnas	0		Functional RNA	560.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30833	MPNt04	156358	156432	-	74		rnas	0		Functional RNA	532.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30834	MPNt05	358242	358319	+	77		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30835	MPNt06	358370	358447	+	77		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30836	MPNt07	358451	358528	+	77		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30837	MPNt08	358538	358614	+	76		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30838	MPNt09	358654	358745	+	91		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30839	MPNt10	358757	358834	+	77		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30840	MPNt11	358835	358909	+	74		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30841	MPNt12	358910	358986	+	76		rnas	0		Functional RNA	131.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30842	MPNt13	373082	373159	+	77		rnas	0		Functional RNA	135.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.393	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30843	MPNt14	427574	427648	-	74		rnas	0		Functional RNA	451.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30844	MPNt15	429283	429358	+	75		rnas	0		Functional RNA	154.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.712	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30845	MPNt16	429431	429505	+	74		rnas	0		Functional RNA	155.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30846	MPNt17	453259	453336	-	77		rnas	0		Functional RNA	442.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30847	MPNt18	482284	482358	-	74		rnas	0		Functional RNA	431.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30848	MPNt19	482364	482450	-	86		rnas	0		Functional RNA	431.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30849	MPNt20	482450	482525	-	75		rnas	0		Functional RNA	431.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30850	MPNt21	482568	482643	-	75		rnas	0		Functional RNA	431.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30851	MPNt22	482648	482735	-	87		rnas	0		Functional RNA	431.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30852	MPNt23	487393	487468	+	75		rnas	0		Functional RNA	185.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30853	MPNt24	555141	555232	+	91		rnas	0		Functional RNA	207.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30854	MPNt25	555233	555322	+	89		rnas	0		Functional RNA	207.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.239	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30855	MPNt26	558634	558724	+	90		rnas	0		Functional RNA	210.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.708	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30856	MPNt27	562057	562142	-	85		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30857	MPNt28	562146	562222	-	76		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30858	MPNt29	562234	562310	-	76		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30859	MPNt30	562311	562387	-	76		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30860	MPNt31	562394	562469	-	75		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30861	MPNt32	562470	562547	-	77		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30862	MPNt33	562555	562630	-	75		rnas	0		Functional RNA	403.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30863	MPNt34	643912	643988	+	76		rnas	0		Functional RNA	233.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30864	MPNt35	644969	645055	-	86		rnas	0		Functional RNA	365.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30865	MPNt36	648911	648993	+	82		rnas	0		Functional RNA	237.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.561	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30866	MPNt37	680399	680475	-	76		rnas	0		Functional RNA	346.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30867	ncMPN002	13380	14800	+	1420		rnas	0		Functional RNA	4.0		0.02122587006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30868	ncMPN005	15895	16000	+	105		rnas	0		Functional RNA	6.0		0.0210159766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30869	ncMPN006	57397	57920	+	523		rnas	0		Functional RNA	19.0		0.02188095992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30870	ncMPN007	61738	63000	+	1262		rnas	0		Functional RNA	24.0		0.02531145438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30871	ncMPN010	88178	88400	+	222		rnas	0		Functional RNA	30.0		0.09907100707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30872	ncMPN011	88746	89400	+	654		rnas	0		Functional RNA	31.0		0.03050867547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.447	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30873	ncMPN012	91211	92600	+	1389		rnas	0		Functional RNA	32.0		0.007717681182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.836	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30874	ncMPN013	96177	96450	+	273		rnas	0		Functional RNA	34.0		0.1642675989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.878	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30875	ncMPN014	99074	99175	+	101		rnas	0		Functional RNA	34.0		0.06092370959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30876	ncMPN019	167025	167500	+	475		rnas	0		Functional RNA	64.0		0.1327810918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.834	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30877	ncMPN021	172240	172450	+	210		rnas	0		Functional RNA	68.0		0.2884050221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.279	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30878	ncMPN024	238812	239200	+	388		rnas	0		Functional RNA	86.0		0.06484778745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30879	ncMPN026	241004	241150	+	146		rnas	0		Functional RNA	88.0		0.05940165309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30880	ncMPN027	253212	253590	+	378		rnas	0		Functional RNA	96.0		2.99069059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.937	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30881	ncMPN028	265333	265450	+	117		rnas	0		Functional RNA	100.0		0.01534048981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30882	ncMPN030	276688	276775	+	87		rnas	0		Functional RNA	104.0		0.6077465742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30883	ncMPN031	284471	284700	+	229		rnas	0		Functional RNA	106.0		0.08917544425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.656	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30884	ncMPN032	323470	324100	+	630		rnas	0		Functional RNA	117.0		0.01114675615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30885	ncMPN034	348827	350390	+	1563		rnas	0		Functional RNA	128.0		0.00731953471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30886	ncMPN036	398616	399470	+	854		rnas	0		Functional RNA	142.0		0.06251656006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30887	ncMPN037	411947	412460	+	513		rnas	0		Functional RNA	147.0		0.02468661628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30888	ncMPN038	432415	432680	+	265		rnas	0		Functional RNA	157.0		0.03793501314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30889	ncMPN041	450998	452500	+	1502		rnas	0		Functional RNA	166.0		0.005797110454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.849	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30890	ncMPN042	457041	457200	+	159		rnas	0		Functional RNA	168.0		0.1462783572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.515	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30891	ncMPN043	459958	461200	+	1242		rnas	0		Functional RNA	172.0		0.03243245056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30892	ncMPN044	460421	461200	+	779		rnas	0		Functional RNA	172.0		0.0410761238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30893	ncMPN046	461295	461650	+	355		rnas	0		Functional RNA	173.0		0.01840469173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30894	ncMPN047	468456	469000	+	544		rnas	0		Functional RNA	174.0		0.005458067413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.426	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30895	ncMPN049	471464	472000	+	536		rnas	0		Functional RNA	176.0		0.006552082015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.642	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30896	ncMPN050	480898	481200	+	302		rnas	0		Functional RNA	180.0		0.02544081443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.807	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30897	ncMPN051	482024	482200	+	176		rnas	0		Functional RNA	181.0		0.01344158241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30898	ncMPN052	482242	482500	+	258		rnas	0		Functional RNA	181.0		0.008723676669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.495	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30899	ncMPN053	483328	483640	+	312		rnas	0		Functional RNA	182.0		0.2126172475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.294	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30900	ncMPN056	505640	506500	+	860		rnas	0		Functional RNA	184.0		0.1630552126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30901	ncMPN057	507808	509200	+	1392		rnas	0		Functional RNA	195.0		0.02801761212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30902	ncMPN058	509128	509700	+	572		rnas	0		Functional RNA	196.0		0.006669478224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30903	ncMPN059	509880	509940	+	60		rnas	0		Functional RNA	197.0		0.004736506881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30904	ncMPN060	511834	512400	+	566		rnas	0		Functional RNA	198.0		0.02251526573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30905	ncMPN062	518878	519080	+	202		rnas	0		Functional RNA	777.0		0.007236822273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30906	ncMPN063	530404	530900	+	496		rnas	0		Functional RNA	776.0		0.02934989113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30907	ncMPN065	532779	533800	+	1021		rnas	0		Functional RNA	774.0		0.03884671516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.816	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30908	ncMPN066	533811	533890	+	79		rnas	0		Functional RNA	773.0		0.01235709897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30909	ncMPN067	538249	538420	+	171		rnas	0		Functional RNA	201.0		0.02092738731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30910	ncMPN071	544628	544700	+	72		rnas	0		Functional RNA	768.0		0.01573731961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30911	ncMPN075	549056	551700	+	2644		rnas	0		Functional RNA	203.0		0.3952246511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30912	ncMPN076	550547	551700	+	1153		rnas	0		Functional RNA	203.0		0.03042364909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.655	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30913	ncMPN077	556314	556430	+	116		rnas	0		Functional RNA	762.0		0.0983498834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30914	ncMPN078	556617	556885	+	268		rnas	0		Functional RNA	761.0		0.02418592609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30915	ncMPN080	560144	561000	+	856		rnas	0		Functional RNA	211.0		0.02623156539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.566	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30916	ncMPN081	562661	564240	+	1579		rnas	0		Functional RNA	211.0		0.01017757694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30917	ncMPN087	576664	577600	+	936		rnas	0		Functional RNA	217.0		0.03594973401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.809	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30918	ncMPN088	596493	597800	+	1307		rnas	0		Functional RNA	223.0		0.4752464037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.903	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30919	ncMPN089	596760	597800	+	1040		rnas	0		Functional RNA	223.0		0.0470422125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30920	ncMPN090	599596	600075	+	479		rnas	0		Functional RNA	225.0		0.1399039168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.762	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30921	ncMPN091	618648	618900	+	252		rnas	0		Functional RNA	229.0		0.0360242116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30922	ncMPN092	623990	625000	+	1010		rnas	0		Functional RNA	230.0		0.05034800852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.731	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30923	ncMPN093	637868	638450	+	582		rnas	0		Functional RNA	231.0		0.005516316179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.868	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30924	ncMPN094	641229	641380	+	151		rnas	0		Functional RNA	232.0		0.01937704436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30925	ncMPN095	645865	646120	+	255		rnas	0		Functional RNA	234.0		0.009755274171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.685	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30926	ncMPN096	656095	656460	+	365		rnas	0		Functional RNA	240.0		0.02495565434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.818	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30927	ncMPN097	664701	664820	+	119		rnas	0		Functional RNA	243.0		0.04258590573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30928	ncMPN098	664701	665220	+	519		rnas	0		Functional RNA	243.0		0.009286621306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30929	ncMPN100	683650	684000	+	350		rnas	0		Functional RNA	248.0		0.006135276096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30930	ncMPN101	684866	685090	+	224		rnas	0		Functional RNA	249.0		0.009325694055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30931	ncMPN103	690528	690800	+	272		rnas	0		Functional RNA	250.0		0.03220605005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.723	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30932	ncMPN104	702942	703700	+	758		rnas	0		Functional RNA	254.0		0.01051318452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.858	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30933	ncMPN105	703758	705500	+	1742		rnas	0		Functional RNA	255.0		0.06446704332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.858	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30934	ncMPN106	708540	710500	+	1960		rnas	0		Functional RNA	257.0		0.4536627498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.754	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30935	ncMPN107	711416	711900	+	484		rnas	0		Functional RNA	735.0		0.007984938864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.872	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30936	ncMPN108	716565	717500	+	935		rnas	0		Functional RNA	734.0		0.01245625726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.804	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30937	ncMPN109	733790	734160	+	370		rnas	0		Functional RNA	260.0		0.01603815233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30938	ncMPN112	757433	757750	+	317		rnas	0		Functional RNA	266.0		0.02737590667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30939	ncMPN113	761111	761400	+	289		rnas	0		Functional RNA	268.0		0.06075396403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.845	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30940	ncMPN114	770072	770600	+	528		rnas	0		Functional RNA	729.0		0.04654738937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.887	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30941	ncMPN115	775996	776360	+	364		rnas	0		Functional RNA	728.0		0.01081113794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30942	ncMPN119	782317	782410	+	93		rnas	0		Functional RNA	278.0		0.004288552235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.653	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30943	ncMPN121	785296	785580	+	284		rnas	0		Functional RNA	279.0		0.02753705529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30944	ncMPN123	787616	787850	+	234		rnas	0		Functional RNA	280.0		0.008983674205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30945	ncMPN124	797286	797450	+	164		rnas	0		Functional RNA	721.0		0.009589414328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30946	ncMPN125	800475	801000	+	525		rnas	0		Functional RNA	289.0		0.02830675864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.694	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30947	ncMPN126	807549	807800	+	251		rnas	0		Functional RNA	290.0		0.01198139034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30948	ncMPN127	813627	814500	+	873		rnas	0		Functional RNA	291.0		0.03440806857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30949	ncMPN200	44	176	-	132		rnas	0		Functional RNA	1061.0		0.006246562492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30950	ncMPN201	394	587	-	193		rnas	0		Functional RNA	1060.0		0.0436394173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.239	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30951	ncMPN202	15249	15701	-	452		rnas	0		Functional RNA	1059.0		0.008008563552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.664	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30952	ncMPN204	17299	17493	-	194		rnas	0		Functional RNA	603.0		0.2739935208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30953	ncMPN206	19294	19407	-	113		rnas	0		Functional RNA	1056.0		0.017414455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.435	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30954	ncMPN208	21999	23147	-	1148		rnas	0		Functional RNA	1053.0		0.06703237249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	F	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30955	ncMPN210	28504	28964	-	460		rnas	0		Functional RNA	1052.0		0.01303640325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	E	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
30956	ncMPN213	33299	33796	-	497		rnas	0		Functional RNA	1049.0		0.0145748521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.704	NE	0.0	0.0	0.0	RNA	0.0	0.0	0	0.0
